2019-06-23 02:44:09,3.18 G,27.50 G,2.38 K,3.34 K
2019-06-23 02:44:11,3.18 G,27.50 G,0.00 B,720.00 B
2019-06-23 02:44:13,3.18 G,27.50 G,296.00 B,2.46 K
2019-06-23 02:44:15,3.18 G,27.50 G,0.00 B,840.00 B
2019-06-23 02:44:17,3.18 G,27.50 G,0.00 B,1.06 K
2019-06-23 02:44:19,3.18 G,27.50 G,420.00 B,1.31 K
2019-06-23 02:44:21,3.18 G,27.50 G,0.00 B,1.34 K
2019-06-23 02:44:23,3.18 G,27.50 G,0.00 B,720.00 B
2019-06-23 02:44:25,3.18 G,27.50 G,0.00 B,492.00 B
2019-06-23 02:44:27,3.18 G,27.50 G,0.00 B,552.00 B
2019-06-23 02:44:29,3.18 G,27.50 G,0.00 B,984.00 B
2019-06-23 02:44:31,3.18 G,27.50 G,0.00 B,816.00 B
2019-06-23 02:44:33,3.18 G,27.50 G,0.00 B,396.00 B
2019-06-23 02:44:35,3.18 G,27.50 G,0.00 B,1.44 K
2019-06-23 02:44:37,3.18 G,27.50 G,0.00 B,768.00 B
2019-06-23 02:44:39,3.18 G,27.50 G,0.00 B,828.00 B
2019-06-23 02:44:41,3.18 G,27.50 G,0.00 B,816.00 B
2019-06-23 02:44:43,3.18 G,27.50 G,0.00 B,336.00 B
2019-06-23 02:44:45,3.18 G,27.50 G,0.00 B,866.00 B
2019-06-23 02:44:47,3.18 G,27.50 G,42.00 B,996.00 B
2019-06-23 02:44:49,3.18 G,27.50 G,0.00 B,720.00 B
2019-06-23 02:44:51,3.18 G,27.50 G,0.00 B,996.00 B
2019-06-23 02:44:53,3.18 G,27.50 G,0.00 B,336.00 B
2019-06-23 02:44:55,3.18 G,27.50 G,0.00 B,660.00 B
2019-06-23 02:44:57,3.18 G,27.50 G,0.00 B,1.64 K
2019-06-23 02:44:59,3.18 G,27.50 G,0.00 B,1.29 K
2019-06-23 02:45:01,3.18 G,27.50 G,1.09 K,1.69 K
2019-06-23 02:45:03,3.18 G,27.50 G,0.00 B,1.24 K
2019-06-23 02:45:05,3.18 G,27.50 G,0.00 B,288.00 B
2019-06-23 02:45:07,3.18 G,27.50 G,42.00 B,768.00 B
2019-06-23 02:45:09,3.18 G,27.50 G,958.00 B,1.67 K
2019-06-23 02:45:11,3.18 G,27.50 G,0.00 B,1.08 K
2019-06-23 02:45:13,3.18 G,27.50 G,256.00 B,1.20 K
2019-06-23 02:45:15,3.18 G,27.50 G,0.00 B,1020.00 B
2019-06-23 02:45:17,3.18 G,27.50 G,0.00 B,564.00 B
2019-06-23 02:45:19,3.18 G,27.50 G,84.00 B,1.36 K
2019-06-23 02:45:21,3.18 G,27.50 G,0.00 B,552.00 B
