query,time,httpCalls,serverTime,importTime,exportTime,errors
C1.1,39.241799467,4,9.743650252,7.798373699188232,0.08243322372436523,0
F1.1,1.50849705,1,1.337147224,7.221460342407227,0.001430511474609375,0
F1.2,1.633717487,1,1.463440615,6.897211074829102,7.152557373046875E-4,0
F1.3,1.761142963,1,1.593751304,7.333993911743164,7.152557373046875E-4,0
F2.1,2.258634622,1,2.032252757,9.580612182617188,7.152557373046875E-4,0
F2.2,0.777287034,1,0.576037307,9.552955627441406,4.76837158203125E-4,0
F2.3,0.213247052,1,0.041885015,10.075569152832031,2.384185791015625E-4,0
F3.1,0.287858916,1,0.096071558,7.257699966430664,2.384185791015625E-4,0
F3.2,0.260724154,1,0.075922118,14.170169830322266,7.152557373046875E-4,0
F3.3,0.202707929,1,0.042772595,9.116888046264648,4.76837158203125E-4,0
F4.1,0.916699954,1,0.614468943,13.712167739868164,4.76837158203125E-4,0
F4.2,0.932249545,1,0.568113933,10.445117950439453,7.152557373046875E-4,0
F4.3,1.025638166,1,0.778280622,10.715007781982422,7.152557373046875E-4,0
F5.1,1.100160816,1,0.917252372,7.619380950927734,4.76837158203125E-4,0
F5.2,0.212506434,1,0.045977155,11.034488677978516,4.76837158203125E-4,0
F5.3,0.428028996,1,0.233678715,7.499217987060547,2.384185791015625E-4,0
L1.1,0.196969485,1,0.033362144,4.672527313232422,4.76837158203125E-4,0
L1.2,0.20849553,1,0.03882734,8.06427001953125,4.76837158203125E-4,0
L1.3,0.193263218,1,0.034711449,4.956960678100586,2.384185791015625E-4,0
L2.1,12.438689653,4,3.02252493275,1.2606382369995117,0.03248453140258789,0
L2.2,4.248278393,1,4.070815869,4.434347152709961,4.76837158203125E-4,0
L2.3,23.875947976,4,5.8843991235,1.347362995147705,0.03993511199951172,0
L3.1,4.504579561,1,4.345525154,3.5543441772460938,2.384185791015625E-4,0
L3.2,3.884136283,1,3.706167556,3.386259078979492,2.384185791015625E-4,0
L3.3,1.856090295,1,1.676506837,3.451108932495117,4.76837158203125E-4,0
L4.1,1.548281478,1,1.288872154,3.409862518310547,7.152557373046875E-4,0
L4.2,0.605195122,1,0.328999171,3.3097267150878906,4.76837158203125E-4,0
L4.3,0.538414086,1,0.266234022,3.450632095336914,4.76837158203125E-4,0
L5.1,3.533824155,2,1.548722058,2.873659133911133,0.021696090698242188,0
L5.2,3.611087687,1,3.396918399,4.451990127563477,7.152557373046875E-4,0
L5.3,6.926005908,2,3.2776672585,2.4437904357910156,0.026941299438476562,0
S1.1,3.994455225,1,3.820033276,11.129379272460938,4.76837158203125E-4,0
S1.2,2.435532323,1,2.262774934,10.424137115478516,4.76837158203125E-4,0
S1.3,1.729680578,1,1.563832904,11.188507080078125,4.76837158203125E-4,0
S2.1,1.695609463,1,1.487789604,5.768299102783203,4.76837158203125E-4,0
S2.2,0.431003805,1,0.239176839,5.57398796081543,2.384185791015625E-4,0
S2.3,0.53578116,1,0.3519495,5.054235458374023,7.152557373046875E-4,0
S3.1,1.183610092,1,0.991870364,4.768848419189453,4.76837158203125E-4,0
S3.2,2.154350811,1,1.984679949,5.48100471496582,9.5367431640625E-4,0
S3.3,3.056648298,1,2.894942139,5.361795425415039,7.152557373046875E-4,0
S4.1,3.808058081,1,3.625558284,5.666017532348633,7.152557373046875E-4,0
S4.2,3.869883624,1,3.687713954,5.792856216430664,4.76837158203125E-4,0
S4.3,4.084765345,1,3.920391929,5.58924674987793,7.152557373046875E-4,0
S5.1,4.366298786,1,4.192002395,5.032777786254883,0.0011920928955078125,0
S5.2,4.393491897,1,4.222759566,5.043745040893555,7.152557373046875E-4,0
S5.3,4.022211079,1,3.844991084,4.923343658447266,9.5367431640625E-4,0
S6.1,3.6405281,1,3.472774906,4.194974899291992,4.76837158203125E-4,0
S6.2,2.855724872,1,2.650048766,4.457712173461914,7.152557373046875E-4,0
S6.3,2.067396862,1,1.881359472,4.482507705688477,7.152557373046875E-4,0
S7.1,1.051453907,1,0.875426592,4.214048385620117,4.76837158203125E-4,0
S7.2,0.773595713,1,0.610290205,4.494428634643555,4.76837158203125E-4,0
S7.3,0.281559556,1,0.0933697,4.194498062133789,4.76837158203125E-4,0
