2019-06-14 12:41:03,13.54 G,209.48 G,485.78 K,2.16 M
2019-06-14 12:41:05,13.54 G,209.49 G,484.14 K,2.12 M
2019-06-14 12:41:07,13.54 G,209.49 G,484.82 K,2.13 M
2019-06-14 12:41:09,13.54 G,209.50 G,470.29 K,2.06 M
2019-06-14 12:41:11,13.54 G,209.50 G,467.42 K,2.08 M
2019-06-14 12:41:13,13.54 G,209.51 G,461.51 K,2.08 M
2019-06-14 12:41:15,13.54 G,209.51 G,477.90 K,2.13 M
2019-06-14 12:41:17,13.54 G,209.51 G,476.61 K,2.09 M
2019-06-14 12:41:19,13.54 G,209.52 G,473.61 K,2.04 M
2019-06-14 12:41:21,13.55 G,209.52 G,461.00 K,1.99 M
2019-06-14 12:41:23,13.55 G,209.52 G,253.72 K,1.09 M
2019-06-14 12:41:25,13.55 G,209.53 G,310.71 K,1.34 M
2019-06-14 12:41:27,13.55 G,209.53 G,308.44 K,1.35 M
2019-06-14 12:41:29,13.55 G,209.53 G,299.17 K,1.29 M
2019-06-14 12:41:31,13.55 G,209.53 G,304.41 K,1.31 M
2019-06-14 12:41:33,13.55 G,209.54 G,293.22 K,1.26 M
2019-06-14 12:41:35,13.55 G,209.54 G,305.02 K,1.34 M
2019-06-14 12:41:37,13.55 G,209.54 G,301.75 K,1.29 M
2019-06-14 12:41:39,13.55 G,209.54 G,276.10 K,1.22 M
2019-06-14 12:41:41,13.55 G,209.55 G,283.85 K,1.23 M
2019-06-14 12:41:43,13.55 G,209.55 G,332.06 K,1.43 M
2019-06-14 12:41:45,13.55 G,209.55 G,290.14 K,1.24 M
2019-06-14 12:41:47,13.55 G,209.55 G,331.25 K,1.43 M
2019-06-14 12:41:49,13.55 G,209.56 G,304.00 K,1.34 M
2019-06-14 12:41:51,13.55 G,209.56 G,281.71 K,1.24 M
2019-06-14 12:41:53,13.55 G,209.56 G,156.41 K,707.66 K
2019-06-14 12:41:55,13.56 G,209.56 G,296.70 K,1.26 M
2019-06-14 12:41:57,13.56 G,209.57 G,320.48 K,1.36 M
2019-06-14 12:41:59,13.56 G,209.57 G,290.15 K,1.24 M
2019-06-14 12:42:01,13.56 G,209.57 G,325.00 K,1.39 M
2019-06-14 12:42:03,13.56 G,209.57 G,288.60 K,1.22 M
