2019-07-16 16:11:51,20.14 G,310.50 G,268.00 B,678.00 B
2019-07-16 16:11:53,20.14 G,310.50 G,0.00 B,1.43 K
2019-07-16 16:11:55,20.14 G,310.50 G,0.00 B,708.00 B
2019-07-16 16:11:57,20.14 G,310.50 G,0.00 B,816.00 B
2019-07-16 16:11:59,20.14 G,310.50 G,0.00 B,324.00 B
2019-07-16 16:12:01,20.14 G,310.50 G,0.00 B,768.00 B
2019-07-16 16:12:03,20.14 G,310.50 G,0.00 B,980.00 B
2019-07-16 16:12:05,20.14 G,310.50 G,0.00 B,984.00 B
2019-07-16 16:12:07,20.14 G,310.50 G,0.00 B,768.00 B
2019-07-16 16:12:09,20.14 G,310.50 G,0.00 B,648.00 B
2019-07-16 16:12:11,20.14 G,310.50 G,0.00 B,708.00 B
2019-07-16 16:12:13,20.14 G,310.50 G,0.00 B,864.00 B
2019-07-16 16:12:15,20.14 G,310.51 G,0.00 B,432.00 B
2019-07-16 16:12:17,20.14 G,310.51 G,0.00 B,384.00 B
2019-07-16 16:12:19,20.14 G,310.51 G,0.00 B,1.05 K
2019-07-16 16:12:21,20.14 G,310.51 G,0.00 B,540.00 B
2019-07-16 16:12:23,20.14 G,310.51 G,0.00 B,660.00 B
2019-07-16 16:12:25,20.14 G,310.51 G,0.00 B,660.00 B
2019-07-16 16:12:27,20.14 G,310.51 G,0.00 B,648.00 B
2019-07-16 16:12:29,20.14 G,310.51 G,0.00 B,540.00 B
2019-07-16 16:12:31,20.14 G,310.51 G,0.00 B,1.43 K
2019-07-16 16:12:33,20.14 G,310.51 G,84.00 B,828.00 B
2019-07-16 16:12:35,20.14 G,310.51 G,12.26 K,684.33 K
2019-07-16 16:12:37,20.14 G,310.51 G,0.00 B,1.32 K
2019-07-16 16:12:39,20.14 G,310.51 G,0.00 B,384.00 B
2019-07-16 16:12:41,20.14 G,310.51 G,0.00 B,648.00 B
2019-07-16 16:12:43,20.14 G,310.51 G,0.00 B,720.00 B
2019-07-16 16:12:45,20.14 G,310.51 G,0.00 B,876.00 B
2019-07-16 16:12:47,20.14 G,310.51 G,0.00 B,708.00 B
2019-07-16 16:12:49,20.14 G,310.51 G,66.00 B,888.00 B
2019-07-16 16:12:51,20.14 G,310.51 G,12.65 K,679.72 K
2019-07-16 16:12:53,20.14 G,310.51 G,252.00 B,890.00 B
2019-07-16 16:12:55,20.14 G,310.51 G,0.00 B,540.00 B
2019-07-16 16:12:57,20.14 G,310.51 G,0.00 B,324.00 B
