query,time,httpCalls,serverTime,importTime,exportTime,errors
query_10004,211.405801167,14,15.084026096142857,33.79874570029122,0.052520206996372776,0
query_10022,189.656430272,26,7.14550638676923,0.37573851071871245,0.031370383042555586,0
query_10027,,0
query_10084,,0
query_10105,,0
query_10109,,0
query_10114,,0
query_10120,170.661152927,74,2.186260682635135,0.21807245306066567,0.02455711364746094,0
query_10123,,0
query_10148,169.100895405,74,2.1708048477567568,0.2206273981042811,0.023996507799303207,0
query_10158,136.366017816,17,7.790570137647059,0.7300376892089845,0.05203134873334099,0
query_10159,,0
query_10166,228.525265062,14,16.307721281642856,34.44603511265346,0.049761363438197544,0
query_11543,,0
query_1479,,0
query_1536,,0
query_1542,,0
query_1582,,0
query_1585,,0
query_1587,,0
query_1600,,0
query_1603,,0
query_160,,0
query_2200,210.62703131,22,9.445771644363635,35.67580743269487,0.032197345386851914,0
query_3598,,0
query_3705,113.423111285,50,2.1485317885200006,0.2744865417480469,0.02583503723144532,0
query_3771,114.496957108,50,2.1693714285000003,0.2724456787109375,0.02599239349365234,0
query_3842,253.441161395,32,7.800146121593751,41.49149358272553,0.04024803638458251,0
query_3856,182.073016765,74,2.3400384944459454,0.26330754563615133,0.028693998182142095,0
query_3859,,0
query_3864,,0
query_4075,,0
query_4107,,0
query_4112,,0
query_4124,,0
query_4128,,0
query_4146,,0
query_4149,,0
query_4166,,0
query_9306,205.404738408,22,9.213600739318181,36.72437234358354,0.036651437932794746,0
query_9334,297.149251206,19,15.626770232105264,37.508249282836914,0.061637476870888164,0
query_9352,227.029039056,32,6.972914432468749,36.034561693668365,0.0316724181175232,0
query_9379,107.959621966,49,2.080854235244898,0.22156871094995617,0.023890514763034124,0
query_9389,,0
query_9405,,0
query_9410,,0
query_9432,110.901039029,49,2.140089575285715,0.24962911800462378,0.025476728166852678,0
query_9433,,0
query_9903,,0
query_9909,196.776693208,26,7.420341579384615,0.4420280456542969,0.03737669724684496,0
