query,time,httpCalls,nbResults,errors
query_11390,27.882,1,0
query_11794,0.977,1,0
query_12103,0.845,1,0
query_3125,8.815,1,0
query_4402,0.07,1,0
query_4573,5.343,1,0
query_4574,0.641,1,0
query_4575,43.701,1,0
query_4576,3.796,1,0
query_457,108.537,1,0
query_4581,80.907,1,0
query_4582,3.189,1,0
query_4583,0.028,1,0
query_4584,17.088,1,0
query_4585,0.039,1,0
query_4586,1.164,1,0
query_4587,2.723,1,0
query_4588,76.33,1,0
query_4589,44.444,1,0
query_458,3.18,1,0
query_4590,0.107,1,0
query_4591,2.963,1,0
query_4592,22.556,1,0
query_4593,11.002,1,0
query_4596,64.352,1,0
query_4597,3.363,1,0
query_4598,4.99,1,0
query_4599,2.688,1,0
query_459,27.081,1,0
query_4600,14.696,1,0
query_4601,5.281,1,0
query_4603,0.087,1,0
query_4606,18.164,1,0
query_4608,6.321,1,0
query_460,61.235,1,0
query_4610,89.534,1,0
query_4611,85.495,1,0
query_4612,35.796,1,0
query_4613,99.127,1,0
query_4614,0.401,1,0
query_4615,28.057,1,0
query_4618,47.083,1,0
query_4619,3.409,1,0
query_4620,97.09,1,0
query_4621,0.241,1,0
query_4624,0.04,1,0
query_4625,93.819,1,0
query_4626,0.065,1,0
query_4627,1.95,1,0
query_4628,4.276,1,0
query_4629,0.038,1,0
query_462,0.027,1,0
query_4630,9.909,1,0
query_4632,3.498,1,0
query_4633,4.07,1,0
query_4636,32.587,1,0
query_4637,57.422,1,0
query_4638,96.81,1,0
query_4639,27.998,1,0
query_4640,13.136,1,0
query_4642,0.645,1,0
query_4643,36.714,1,0
query_4644,0.024,1,0
query_4646,85.297,1,0
query_4648,7.705,1,0
query_4649,0.925,1,0
query_464,73.278,1,0
query_4650,1.889,1,0
query_4651,15.753,1,0
query_4652,,0
query_4654,22.229,1,0
query_4655,55.674,1,0
query_4656,2.899,1,0
query_4657,58.366,1,0
query_4658,11.106,1,0
query_4659,0.048,1,0
query_465,60.194,1,0
query_4660,72.521,1,0
query_4661,,0
query_4662,61.573,1,0
query_4664,0.271,1,0
query_4665,1.726,1,0
query_4666,0.063,1,0
query_4669,17.238,1,0
query_466,50.23,1,0
query_4671,50.506,1,0
query_4672,10.691,1,0
query_4673,0.563,1,0
query_4675,8.319,1,0
query_4676,88.698,1,0
query_4677,26.905,1,0
query_4679,53.921,1,0
query_4680,60.495,1,0
query_4681,63.977,1,0
query_4682,0.453,1,0
query_4683,7.031,1,0
query_4684,35.871,1,0
query_4686,9.084,1,0
query_4688,54.212,1,0
query_4689,47.074,1,0
query_468,0.07,1,0
query_4690,15.399,1,0
query_4692,4.385,1,0
query_4693,0.162,1,0
query_4694,33.519,1,0
query_4695,7.147,1,0
query_4696,8.724,1,0
query_4697,32.912,1,0
query_4698,58.756,1,0
query_4699,32.017,1,0
query_469,0.227,1,0
query_4701,24.099,1,0
query_4702,0.044,1,0
query_4703,39.961,1,0
query_4704,66.45,1,0
query_4705,2.23,1,0
query_4706,0.267,1,0
query_4708,77.293,1,0
query_4709,94.41,1,0
query_470,60.23,1,0
query_4710,7.983,1,0
query_4712,0.292,1,0
query_4713,34.643,1,0
query_4714,89.611,1,0
query_4715,156.487,1,0
query_4716,8.839,1,0
query_4717,28.477,1,0
query_4718,0.604,1,0
query_4719,42.283,1,0
query_471,15.292,1,0
query_4720,2.411,1,0
query_4721,3.208,1,0
query_4723,15.881,1,0
query_4724,0.027,1,0
query_4725,9.69,1,0
query_4726,0.178,1,0
query_4727,39.793,1,0
query_4728,62.239,1,0
query_4729,,0
query_472,56.641,1,0
query_4731,0.473,1,0
query_4732,5.605,1,0
query_4733,0.236,1,0
query_4734,14.82,1,0
query_4735,3.434,1,0
query_4736,60.877,1,0
query_4737,0.427,1,0
query_4738,3.322,1,0
query_4739,4.1,1,0
query_473,4.014,1,0
query_4740,2.802,1,0
query_4741,0.051,1,0
query_4742,7.914,1,0
query_4743,5.732,1,0
query_4744,0.047,1,0
query_4746,11.526,1,0
