2019-06-23 02:44:10,2.64 G,25.43 G,420.00 B,1.85 K
2019-06-23 02:44:12,2.64 G,25.43 G,0.00 B,720.00 B
2019-06-23 02:44:14,2.64 G,25.43 G,0.00 B,1.59 K
2019-06-23 02:44:17,2.64 G,25.43 G,42.00 B,900.00 B
2019-06-23 02:44:19,2.64 G,25.43 G,204.00 B,1.19 K
2019-06-23 02:44:21,2.64 G,25.43 G,0.00 B,552.00 B
2019-06-23 02:44:23,2.64 G,25.43 G,0.00 B,1.34 K
2019-06-23 02:44:25,2.64 G,25.43 G,0.00 B,720.00 B
2019-06-23 02:44:27,2.64 G,25.43 G,42.00 B,552.00 B
2019-06-23 02:44:29,2.64 G,25.43 G,0.00 B,552.00 B
2019-06-23 02:44:31,2.64 G,25.43 G,0.00 B,984.00 B
2019-06-23 02:44:33,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:44:35,2.64 G,25.43 G,0.00 B,396.00 B
2019-06-23 02:44:37,2.64 G,25.43 G,0.00 B,1.44 K
2019-06-23 02:44:39,2.64 G,25.43 G,0.00 B,768.00 B
2019-06-23 02:44:41,2.64 G,25.43 G,0.00 B,828.00 B
2019-06-23 02:44:43,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:44:45,2.64 G,25.43 G,0.00 B,336.00 B
2019-06-23 02:44:47,2.64 G,25.43 G,0.00 B,866.00 B
2019-06-23 02:44:49,2.64 G,25.43 G,0.00 B,936.00 B
2019-06-23 02:44:51,2.64 G,25.43 G,0.00 B,660.00 B
2019-06-23 02:44:53,2.64 G,25.43 G,42.00 B,1.03 K
2019-06-23 02:44:55,2.64 G,25.43 G,0.00 B,1.03 K
2019-06-23 02:44:57,2.64 G,25.43 G,0.00 B,228.00 B
2019-06-23 02:44:59,2.64 G,25.43 G,0.00 B,1.11 K
2019-06-23 02:45:01,2.64 G,25.43 G,0.00 B,1.29 K
2019-06-23 02:45:03,2.64 G,25.43 G,0.00 B,1011.00 B
2019-06-23 02:45:05,2.64 G,25.43 G,0.00 B,1.24 K
2019-06-23 02:45:07,2.64 G,25.43 G,0.00 B,288.00 B
2019-06-23 02:45:09,2.64 G,25.43 G,0.00 B,708.00 B
2019-06-23 02:45:11,2.64 G,25.43 G,0.00 B,1.37 K
2019-06-23 02:45:13,2.64 G,25.43 G,0.00 B,924.00 B
2019-06-23 02:45:15,2.64 G,25.43 G,42.00 B,1.14 K
2019-06-23 02:45:17,2.64 G,25.43 G,0.00 B,780.00 B
2019-06-23 02:45:19,2.64 G,25.43 G,0.00 B,564.00 B
2019-06-23 02:45:21,2.64 G,25.43 G,0.00 B,1.30 K
2019-06-23 02:45:23,2.64 G,25.43 G,0.00 B,552.00 B
2019-06-23 02:45:25,2.64 G,25.43 G,84.00 B,687.00 B
2019-06-23 02:45:27,2.64 G,25.43 G,0.00 B,384.00 B
2019-06-23 02:45:29,2.64 G,25.43 G,0.00 B,336.00 B
2019-06-23 02:45:31,2.64 G,25.43 G,6.46 K,33.41 K
2019-06-23 02:45:33,2.64 G,25.43 G,0.00 B,1.01 K
2019-06-23 02:45:35,2.64 G,25.43 G,0.00 B,1.64 K
2019-06-23 02:45:37,2.64 G,25.43 G,0.00 B,600.00 B
2019-06-23 02:45:39,2.64 G,25.43 G,0.00 B,276.00 B
2019-06-23 02:45:41,2.64 G,25.43 G,0.00 B,780.00 B
2019-06-23 02:45:43,2.64 G,25.43 G,0.00 B,432.00 B
2019-06-23 02:45:45,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:45:47,2.64 G,25.43 G,0.00 B,648.00 B
2019-06-23 02:45:49,2.64 G,25.43 G,0.00 B,492.00 B
2019-06-23 02:45:51,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:45:53,2.64 G,25.43 G,0.00 B,828.00 B
2019-06-23 02:45:55,2.64 G,25.43 G,0.00 B,612.00 B
2019-06-23 02:45:57,2.64 G,25.43 G,0.00 B,1.18 K
2019-06-23 02:45:59,2.64 G,25.43 G,42.00 B,828.00 B
2019-06-23 02:46:01,2.64 G,25.43 G,0.00 B,1.55 K
2019-06-23 02:46:03,2.64 G,25.43 G,0.00 B,996.00 B
2019-06-23 02:46:05,2.64 G,25.43 G,0.00 B,720.00 B
2019-06-23 02:46:07,2.64 G,25.43 G,0.00 B,1.09 K
2019-06-23 02:46:09,2.64 G,25.43 G,0.00 B,600.00 B
2019-06-23 02:46:11,2.64 G,25.43 G,0.00 B,708.00 B
2019-06-23 02:46:13,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:46:15,2.64 G,25.43 G,8.11 K,73.41 K
2019-06-23 02:46:17,2.64 G,25.43 G,0.00 B,600.00 B
2019-06-23 02:46:19,2.64 G,25.43 G,0.00 B,924.00 B
2019-06-23 02:46:21,2.64 G,25.43 G,204.00 B,534.00 B
2019-06-23 02:46:23,2.64 G,25.43 G,0.00 B,660.00 B
2019-06-23 02:46:25,2.64 G,25.43 G,0.00 B,168.00 B
2019-06-23 02:46:27,2.64 G,25.43 G,0.00 B,432.00 B
2019-06-23 02:46:29,2.64 G,25.43 G,0.00 B,1.02 K
2019-06-23 02:46:31,2.64 G,25.43 G,0.00 B,276.00 B
2019-06-23 02:46:33,2.64 G,25.43 G,0.00 B,2.12 K
2019-06-23 02:46:35,2.64 G,25.43 G,0.00 B,768.00 B
2019-06-23 02:46:37,2.64 G,25.43 G,0.00 B,492.00 B
2019-06-23 02:46:39,2.64 G,25.43 G,0.00 B,1.01 K
2019-06-23 02:46:41,2.64 G,25.43 G,0.00 B,660.00 B
2019-06-23 02:46:43,2.64 G,25.43 G,42.00 B,660.00 B
2019-06-23 02:46:45,2.64 G,25.43 G,0.00 B,756.00 B
2019-06-23 02:46:47,2.64 G,25.43 G,0.00 B,216.00 B
2019-06-23 02:46:49,2.64 G,25.43 G,0.00 B,1.28 K
2019-06-23 02:46:51,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:46:53,2.64 G,25.43 G,0.00 B,216.00 B
2019-06-23 02:46:55,2.64 G,25.43 G,0.00 B,1.05 K
2019-06-23 02:46:57,2.64 G,25.43 G,0.00 B,432.00 B
2019-06-23 02:46:59,2.64 G,25.43 G,0.00 B,1.11 K
2019-06-23 02:47:01,2.64 G,25.43 G,0.00 B,288.00 B
2019-06-23 02:47:03,2.64 G,25.43 G,0.00 B,444.00 B
2019-06-23 02:47:05,2.64 G,25.43 G,0.00 B,648.00 B
2019-06-23 02:47:07,2.64 G,25.43 G,0.00 B,600.00 B
2019-06-23 02:47:10,2.64 G,25.43 G,0.00 B,552.00 B
2019-06-23 02:47:12,2.64 G,25.43 G,0.00 B,708.00 B
2019-06-23 02:47:14,2.64 G,25.43 G,0.00 B,720.00 B
2019-06-23 02:47:16,2.64 G,25.43 G,0.00 B,768.00 B
2019-06-23 02:47:18,2.64 G,25.43 G,0.00 B,876.00 B
2019-06-23 02:47:20,2.64 G,25.43 G,493.00 B,732.00 B
2019-06-23 02:47:22,2.64 G,25.43 G,0.00 B,1.01 K
2019-06-23 02:47:24,2.64 G,25.43 G,0.00 B,768.00 B
2019-06-23 02:47:26,2.64 G,25.43 G,0.00 B,756.00 B
2019-06-23 02:47:28,2.64 G,25.43 G,84.00 B,1.31 K
2019-06-23 02:47:30,2.64 G,25.43 G,0.00 B,384.00 B
2019-06-23 02:47:32,2.64 G,25.43 G,0.00 B,1.01 K
2019-06-23 02:47:34,2.64 G,25.43 G,0.00 B,648.00 B
2019-06-23 02:47:36,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:47:38,2.64 G,25.43 G,0.00 B,864.00 B
2019-06-23 02:47:40,2.64 G,25.43 G,0.00 B,432.00 B
2019-06-23 02:47:42,2.64 G,25.43 G,0.00 B,504.00 B
2019-06-23 02:47:44,2.64 G,25.43 G,0.00 B,1.30 K
2019-06-23 02:47:46,2.64 G,25.43 G,42.00 B,348.00 B
2019-06-23 02:47:48,2.64 G,25.43 G,0.00 B,816.00 B
2019-06-23 02:47:50,2.64 G,25.43 G,0.00 B,660.00 B
2019-06-23 02:47:52,2.64 G,25.43 G,0.00 B,552.00 B
2019-06-23 02:47:54,2.64 G,25.43 G,0.00 B,876.00 B
2019-06-23 02:47:56,2.64 G,25.43 G,0.00 B,768.00 B
2019-06-23 02:47:58,2.64 G,25.43 G,0.00 B,768.00 B
