2019-07-16 16:11:19,22.70 G,329.31 G,1.09 K,935.00 B
2019-07-16 16:11:21,22.70 G,329.31 G,0.00 B,1.43 K
2019-07-16 16:11:23,22.70 G,329.31 G,0.00 B,708.00 B
2019-07-16 16:11:25,22.70 G,329.31 G,0.00 B,816.00 B
2019-07-16 16:11:27,22.70 G,329.31 G,0.00 B,324.00 B
2019-07-16 16:11:29,22.70 G,329.31 G,0.00 B,768.00 B
2019-07-16 16:11:31,22.70 G,329.31 G,0.00 B,980.00 B
2019-07-16 16:11:33,22.70 G,329.31 G,0.00 B,984.00 B
2019-07-16 16:11:35,22.70 G,329.31 G,0.00 B,1.18 K
2019-07-16 16:11:37,22.70 G,329.31 G,0.00 B,648.00 B
2019-07-16 16:11:39,22.70 G,329.31 G,0.00 B,708.00 B
2019-07-16 16:11:41,22.70 G,329.31 G,0.00 B,864.00 B
2019-07-16 16:11:43,22.70 G,329.31 G,0.00 B,432.00 B
2019-07-16 16:11:45,22.70 G,329.31 G,0.00 B,384.00 B
2019-07-16 16:11:47,22.70 G,329.31 G,0.00 B,1.11 K
2019-07-16 16:11:49,22.70 G,329.31 G,0.00 B,540.00 B
2019-07-16 16:11:51,22.70 G,329.31 G,18.83 K,687.80 K
2019-07-16 16:11:53,22.70 G,329.31 G,42.00 B,720.00 B
2019-07-16 16:11:55,22.70 G,329.31 G,0.00 B,648.00 B
2019-07-16 16:11:57,22.70 G,329.31 G,204.00 B,678.00 B
2019-07-16 16:11:59,22.70 G,329.31 G,0.00 B,600.00 B
2019-07-16 16:12:01,22.70 G,329.31 G,0.00 B,432.00 B
2019-07-16 16:12:03,22.70 G,329.31 G,0.00 B,1.28 K
2019-07-16 16:12:05,22.70 G,329.31 G,0.00 B,1.32 K
2019-07-16 16:12:07,22.70 G,329.31 G,0.00 B,384.00 B
2019-07-16 16:12:09,22.70 G,329.31 G,0.00 B,120.00 B
2019-07-16 16:12:11,22.70 G,329.31 G,19.52 K,678.66 K
2019-07-16 16:12:13,22.70 G,329.31 G,0.00 B,768.00 B
2019-07-16 16:12:15,22.70 G,329.31 G,0.00 B,540.00 B
2019-07-16 16:12:17,22.70 G,329.31 G,0.00 B,756.00 B
2019-07-16 16:12:19,22.70 G,329.31 G,11.24 K,21.20 K
2019-07-16 16:12:21,22.70 G,329.31 G,108.00 B,708.00 B
2019-07-16 16:12:23,22.70 G,329.31 G,18.28 K,691.02 K
2019-07-16 16:12:25,22.70 G,329.31 G,0.00 B,324.00 B
2019-07-16 16:12:27,22.70 G,329.31 G,0.00 B,600.00 B
2019-07-16 16:12:29,22.70 G,329.31 G,0.00 B,708.00 B
2019-07-16 16:12:31,22.70 G,329.31 G,42.00 B,600.00 B
2019-07-16 16:12:33,22.70 G,329.31 G,0.00 B,1.01 K
2019-07-16 16:12:35,22.70 G,329.31 G,0.00 B,708.00 B
2019-07-16 16:12:37,22.70 G,329.31 G,0.00 B,768.00 B
2019-07-16 16:12:39,22.70 G,329.31 G,0.00 B,492.00 B
2019-07-16 16:12:41,22.70 G,329.31 G,0.00 B,924.00 B
2019-07-16 16:12:43,22.70 G,329.31 G,0.00 B,864.00 B
2019-07-16 16:12:45,22.70 G,329.31 G,0.00 B,936.00 B
2019-07-16 16:12:47,22.70 G,329.31 G,0.00 B,444.00 B
2019-07-16 16:12:49,22.70 G,329.31 G,2.13 K,58.09 K
2019-07-16 16:12:51,22.70 G,329.31 G,0.00 B,720.00 B
2019-07-16 16:12:53,22.70 G,329.31 G,0.00 B,1.05 K
2019-07-16 16:12:55,22.70 G,329.31 G,0.00 B,600.00 B
2019-07-16 16:12:57,22.70 G,329.31 G,0.00 B,168.00 B
2019-07-16 16:12:59,22.70 G,329.31 G,0.00 B,1.11 K
2019-07-16 16:13:01,22.70 G,329.31 G,0.00 B,660.00 B
2019-07-16 16:13:03,22.70 G,329.31 G,84.00 B,1.04 K
2019-07-16 16:13:05,22.70 G,329.31 G,0.00 B,384.00 B
2019-07-16 16:13:07,22.70 G,329.31 G,0.00 B,924.00 B
2019-07-16 16:13:09,22.70 G,329.31 G,0.00 B,552.00 B
2019-07-16 16:13:11,22.70 G,329.31 G,0.00 B,492.00 B
2019-07-16 16:13:13,22.70 G,329.31 G,0.00 B,1.02 K
2019-07-16 16:13:15,22.70 G,329.31 G,0.00 B,384.00 B
2019-07-16 16:13:17,22.70 G,329.31 G,0.00 B,1.07 K
2019-07-16 16:13:19,22.70 G,329.31 G,19.30 K,684.27 K
2019-07-16 16:13:21,22.70 G,329.31 G,0.00 B,504.00 B
2019-07-16 16:13:23,22.70 G,329.31 G,0.00 B,276.00 B
