query,time,httpCalls,nbResults,errors
query_10005,10.708,1,0
query_10028,3.516,1,0
query_10098,42.542,1,0
query_10133,0.563,1,0
query_10256,0.724,1,0
query_10271,156.77,1,0
query_10333,33.063,1,0
query_1039,67.946,1,0
query_10409,9.514,1,0
query_10424,13.649,1,0
query_10441,103.869,1,0
query_10450,0.035,1,0
query_10533,8.468,1,0
query_1063,14.451,1,0
query_1064,1.185,1,0
query_10754,121.899,1,0
query_10824,43.139,1,0
query_1082,0.024,1,0
query_10842,44.706,1,0
query_10924,19.018,1,0
query_10945,0.533,1,0
query_11122,73.063,1,0
query_11144,37.503,1,0
query_11170,88.107,1,0
query_11183,19.059,1,0
query_11268,196.016,1,0
query_11273,0.924,1,0
query_11293,8.851,1,0
query_11444,95.699,1,0
query_11455,0.135,1,0
query_1146,11.203,1,0
query_11551,0.03,1,0
query_11556,1.063,1,0
query_11785,0.045,1,0
query_11793,2.898,1,0
query_1183,0.073,1,0
query_11943,2.93,1,0
query_12006,2.629,1,0
query_12326,81.977,1,0
query_12346,16.883,1,0
query_12352,49.731,1,0
query_1284,8.714,1,0
query_1287,1.514,1,0
query_12,208.649,1,0
query_1482,47.359,1,0
query_1639,26.861,1,0
query_1808,22.403,1,0
query_1887,0.068,1,0
query_2001,0.023,1,0
query_2315,78.725,1,0
query_2335,48.418,1,0
query_2422,1.011,1,0
query_2470,8.678,1,0
query_2567,192.564,1,0
query_2574,19.231,1,0
query_2599,0.056,1,0
query_2690,2.539,1,0
query_2737,0.557,1,0
query_2778,67.098,1,0
query_2787,49.52,1,0
query_2855,15.035,1,0
query_2917,5.087,1,0
query_3081,74.756,1,0
query_3111,31.374,1,0
query_3148,0.023,1,0
query_3223,62.208,1,0
query_3534,77.76,1,0
query_3540,1.352,1,0
query_3664,26.39,1,0
query_3711,0.076,1,0
query_3749,73.566,1,0
query_3931,95.199,1,0
query_3954,9.916,1,0
query_3980,1.506,1,0
query_4033,1.38,1,0
query_404,0.072,1,0
query_4124,26.4,1,0
query_4173,256.032,1,0
query_4349,0.615,1,0
query_4551,9.256,1,0
query_4714,89.051,1,0
query_4725,12.097,1,0
query_4789,47.08,1,0
query_4793,1.578,1,0
query_5103,97.747,1,0
query_5104,65.905,1,0
query_5106,15.164,1,0
query_5248,0.192,1,0
query_524,3.473,1,0
query_5284,2.914,1,0
query_5345,223.121,1,0
query_5374,91.478,1,0
query_5381,0.024,1,0
query_5771,0.025,1,0
query_5809,4.711,1,0
query_5845,3.822,1,0
query_5871,10.026,1,0
query_5889,4.274,1,0
query_593,0.024,1,0
query_5997,9.748,1,0
query_6096,142.592,1,0
query_6205,13.498,1,0
query_632,59.45,1,0
query_6373,3.085,1,0
query_6489,26.131,1,0
query_6598,14.376,1,0
query_6618,68.066,1,0
query_6661,0.039,1,0
query_671,65.797,1,0
query_6823,0.995,1,0
query_6857,1.048,1,0
query_7031,4.807,1,0
query_7078,5.487,1,0
query_7113,0.043,1,0
query_7148,13.836,1,0
query_7197,1.872,1,0
query_71,0.023,1,0
query_7248,2.27,1,0
query_7427,0.047,1,0
query_7454,0.163,1,0
query_7562,95.096,1,0
query_7566,0.026,1,0
query_7635,196.804,1,0
query_7648,29.118,1,0
query_7735,178.649,1,0
query_7797,8.608,1,0
query_7881,42.503,1,0
query_7898,0.152,1,0
query_7900,0.238,1,0
query_8041,6.813,1,0
query_8100,0.569,1,0
query_8147,3.021,1,0
query_8233,0.022,1,0
query_8294,1.016,1,0
query_833,0.674,1,0
query_8467,201.251,1,0
query_8473,4.51,1,0
query_85,0.096,1,0
query_8720,0.335,1,0
query_8922,20.666,1,0
query_893,4.313,1,0
query_8978,4.574,1,0
query_9088,3.065,1,0
query_9139,31.786,1,0
query_9147,6.146,1,0
query_9199,0.323,1,0
query_9217,39.496,1,0
query_9323,26.009,1,0
query_9352,5.148,1,0
query_9481,1.386,1,0
query_9684,31.705,1,0
query_9685,7.468,1,0
query_9689,5.198,1,0
query_9711,17.709,1,0
query_9762,3.598,1,0
query_9921,0.1,1,0
