2019-06-08 00:01:15,52.63 M,1.94 G,636.00 B,10.79 K
2019-06-08 00:01:17,52.63 M,1.94 G,0.00 B,1.08 K
2019-06-08 00:01:19,52.63 M,1.94 G,462.00 B,1.50 K
2019-06-08 00:01:21,52.64 M,1.94 G,0.00 B,540.00 B
2019-06-08 00:01:23,52.64 M,1.94 G,73.00 B,193.00 B
2019-06-08 00:01:25,52.64 M,1.94 G,0.00 B,276.00 B
2019-06-08 00:01:27,52.64 M,1.94 G,462.00 B,1.71 K
2019-06-08 00:01:29,52.64 M,1.94 G,0.00 B,216.00 B
2019-06-08 00:01:31,52.64 M,1.94 G,0.00 B,492.00 B
2019-06-08 00:01:34,52.64 M,1.94 G,0.00 B,432.00 B
2019-06-08 00:01:36,52.64 M,1.94 G,2.32 K,105.98 K
2019-06-08 00:01:39,52.65 M,1.94 G,0.00 B,756.00 B
2019-06-08 00:01:41,52.65 M,1.94 G,0.00 B,600.00 B
2019-06-08 00:01:44,52.65 M,1.94 G,0.00 B,768.00 B
2019-06-08 00:01:46,52.65 M,1.94 G,0.00 B,864.00 B
2019-06-08 00:01:48,52.65 M,1.94 G,0.00 B,1.15 K
2019-06-08 00:01:50,52.65 M,1.94 G,0.00 B,828.00 B
2019-06-08 00:01:52,52.65 M,1.94 G,0.00 B,180.00 B
2019-06-08 00:01:55,52.65 M,1.94 G,0.00 B,5.96 K
2019-06-08 00:01:57,52.66 M,1.94 G,1.68 K,63.05 K
2019-06-08 00:02:00,52.66 M,1.94 G,0.00 B,600.00 B
2019-06-08 00:02:02,52.66 M,1.94 G,528.00 B,1.87 K
2019-06-08 00:02:05,52.66 M,1.94 G,0.00 B,1.91 K
2019-06-08 00:02:07,52.66 M,1.94 G,0.00 B,1.58 K
2019-06-08 00:02:09,52.66 M,1.94 G,2.22 K,4.06 K
2019-06-08 00:02:11,52.66 M,1.94 G,204.00 B,1.25 K
2019-06-08 00:02:13,52.66 M,1.94 G,504.00 B,1.96 K
2019-06-08 00:02:15,52.66 M,1.94 G,0.00 B,864.00 B
2019-06-08 00:02:17,52.66 M,1.94 G,0.00 B,876.00 B
2019-06-08 00:02:20,52.66 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:22,52.66 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:25,52.66 M,1.94 G,0.00 B,60.00 B
2019-06-08 00:02:27,52.66 M,1.94 G,0.00 B,324.00 B
2019-06-08 00:02:29,52.67 M,1.94 G,660.00 B,6.26 K
2019-06-08 00:02:31,52.67 M,1.94 G,0.00 B,216.00 B
2019-06-08 00:02:33,52.67 M,1.94 G,0.00 B,1.48 K
2019-06-08 00:02:35,52.67 M,1.94 G,8.08 K,330.77 K
2019-06-08 00:02:37,52.67 M,1.94 G,0.00 B,1.38 K
2019-06-08 00:02:39,52.67 M,1.94 G,434.00 B,1.77 K
2019-06-08 00:02:41,52.68 M,1.94 G,0.00 B,864.00 B
2019-06-08 00:02:43,52.68 M,1.94 G,0.00 B,1.01 K
2019-06-08 00:02:45,52.69 M,1.94 G,7.41 K,329.77 K
2019-06-08 00:02:47,52.69 M,1.94 G,0.00 B,336.00 B
2019-06-08 00:02:49,52.69 M,1.94 G,5.48 K,328.68 K
2019-06-08 00:02:51,52.70 M,1.94 G,0.00 B,168.00 B
2019-06-08 00:02:53,52.70 M,1.94 G,0.00 B,336.00 B
2019-06-08 00:02:55,52.70 M,1.94 G,0.00 B,348.00 B
2019-06-08 00:02:57,52.70 M,1.94 G,0.00 B,288.00 B
2019-06-08 00:02:59,52.71 M,1.94 G,0.00 B,1.05 K
2019-06-08 00:03:01,52.71 M,1.94 G,0.00 B,1.71 K
2019-06-08 00:03:03,52.72 M,1.94 G,0.00 B,924.00 B
2019-06-08 00:03:05,52.72 M,1.94 G,0.00 B,1.69 K
2019-06-08 00:03:08,52.72 M,1.94 G,0.00 B,1.32 K
2019-06-08 00:03:10,52.72 M,1.94 G,0.00 B,1.05 K
2019-06-08 00:03:13,52.72 M,1.94 G,0.00 B,492.00 B
