query,time,httpCalls,serverTime,importTime,exportTime,errors
query_10027,,0
query_10312,,0
query_10367,257.545399186,140,1.8354586040785714,387.1059332575116,0.04596029009137834,0
query_10425,216.681581449,123,1.571879742422764,0.6719973029159918,0.0691084357781139,0
query_10448,30.033265908,19,1.5026220874210527,0.5884421499151932,0.04025509482935856,0
query_10509,1.140256676,1,0.968254108,5.940437316894531,2.384185791015625E-4,0
query_10546,10.945349428,9,1.1619234388888888,1.4163123236762152,0.06355179680718316,0
query_10553,69.616329964,41,1.571665004902439,123.77149302784989,0.04485758339486471,0
query_10685,6.807515731,6,0.978663309,2.330501874287923,0.030358632405598957,0
query_10741,31.845333967,20,1.21146396525,0.7916212081909181,0.051021575927734375,0
query_10990,0.480617052,1,0.285788748,7.4596405029296875,2.384185791015625E-4,0
query_11027,,0
query_11043,13.659307787,8,1.5303626940000001,22.241711616516113,0.06389617919921875,0
query_11212,4.500213127,3,1.4270225673333334,2.661466598510742,0.03719329833984375,0
query_11222,4.667345573,3,1.4708947293333334,2.592245737711589,0.03568331400553386,0
query_11418,,0
query_11434,6.243169008,5,1.1079850172,1.6493320465087893,0.029516220092773438,0
query_11497,1.210263838,1,0.823850313,4.635334014892578,4.76837158203125E-4,0
query_11506,3.412541319,2,1.4278248085,2.053976058959961,0.019669532775878906,0
query_11593,17.104912394,10,1.4265873240999998,0.8729457855224609,0.040531158447265625,0
query_11701,112.045152266,73,1.5291614783972605,0.5872772164540748,0.05903635939506634,0
query_11725,8.164953151,7,0.9890958602857143,0.7968289511544364,0.030108860560825894,0
query_1176,24.313610568,15,1.2485195804000002,1.0038375854492188,0.05628267923990886,0
query_11823,10.38508889,7,1.431718911857143,22.74342945643834,0.036716461181640625,0
query_1183,0.484065404,1,0.324215174,2.3598670959472656,2.384185791015625E-4,0
query_1192,2.05799406,2,0.847104394,6.6367387771606445,0.021457672119140625,0
query_12022,4.647638185,3,1.4711954836666667,2.0563602447509766,0.033537546793619796,0
query_12035,3.070399543,2,1.3078422655,1.9692182540893555,0.016570091247558594,0
query_1226,11.993739541,7,1.6199134782857143,22.47016770499093,0.06290844508579799,0
query_12334,0.804834305,1,0.608451984,5.539417266845703,4.76837158203125E-4,0
query_1247,1.165719891,1,0.979167755,3.835439682006836,4.76837158203125E-4,0
query_1295,25.613314321,16,1.5110153259374999,1.392677426338196,0.051975250244140625,0
query_1399,0.937410538,1,0.784943177,5.72657585144043,2.384185791015625E-4,0
query_1405,0.798933177,1,0.632388486,3.3805370330810547,4.76837158203125E-4,0
query_1463,0.926709811,1,0.743665277,4.891157150268555,2.384185791015625E-4,0
query_1467,166.185582298,103,1.6008131898252427,43.87802753633666,0.08918012230141652,0
query_1495,114.778896898,91,1.016175221010989,0.598653332217709,0.039053487253713076,0
query_1513,7.323591245,5,1.181232608,1.2459278106689453,0.0396728515625,0
query_1698,37.23316199,21,1.3794024535714287,1.618192309424991,0.06687073480515254,0
query_1744,0.984540677,1,0.730806508,12.387752532958984,7.152557373046875E-4,0
query_1753,1.433208688,1,1.188298471,6.747007369995117,4.76837158203125E-4,0
query_1969,31.040923964,20,1.50154775445,1.1407613754272459,0.050318241119384766,0
query_1992,47.460454056,28,1.5620552706785715,100.04592793328423,0.0458359718322754,0
query_2044,0.867663228,1,0.706586443,4.820346832275391,2.384185791015625E-4,0
query_2059,29.310715497,23,1.248442830347826,3.6162293475607163,0.08658740831458049,0
query_2157,0.41694008,1,0.253997281,5.425214767456055,2.384185791015625E-4,0
query_2236,201.239092168,154,1.302751235363636,0.46307854838185497,0.051227482882412995,0
query_2347,28.72566352,19,1.3763291721578947,1.0415252886320416,0.0671211041902241,0
query_2374,0.87039402,1,0.709246314,4.703998565673828,2.384185791015625E-4,0
query_2465,11.911053321,9,1.2702443559999999,1.537375979953342,0.06084971957736545,0
query_2496,2.219404088,3,0.5621141746666667,1.112063725789388,0.023126602172851562,0
query_2546,,0
query_2552,,0
query_2559,55.028580514,36,1.4407292631666668,0.4030201170179579,0.03973642985026043,0
query_25,21.229461931,15,1.2805752690666665,1.156282424926758,0.06621678670247395,0
query_2610,34.819879591,22,1.2148891590909092,0.9646524082530628,0.06600943478670987,0
query_2632,5.466519602,4,1.3153892754999998,1.2637972831726074,0.030934810638427734,0
query_2826,,0
query_2849,80.274148709,36,2.0826272195833333,97.12319903903538,0.05357133017645942,0
query_2879,1.275416781,1,1.09373742,5.639791488647461,4.76837158203125E-4,0
query_3002,1.272474717,1,1.121647111,3.695964813232422,2.384185791015625E-4,0
query_3015,1.252681163,1,1.070453154,3.6432743072509766,4.76837158203125E-4,0
query_3100,64.957525253,36,1.71319081775,0.38219822777642143,0.03853109147813586,0
query_3133,283.913096181,221,1.0431378749457014,0.3078846909881177,0.039206371048456944,0
query_3143,1.564086263,1,1.225354546,6.060123443603516,4.76837158203125E-4,0
query_3175,36.881286854,18,1.9868700028888888,4.546629057990181,0.24656454722086588,0
query_3247,,0
query_3312,281.55097584,133,1.8643727285037595,401.7151154969869,0.04529415216661038,0
query_3333,153.643241512,120,1.1309605578333337,0.32983422279357916,0.03911058108011879,0
query_3345,0.979691851,1,0.815444769,4.431962966918945,2.384185791015625E-4,0
query_335,,0
query_3373,11.028801161,7,1.5304595485714287,23.25197628566197,0.04540170942034041,0
