2019-07-16 16:11:02,23.89 G,325.53 G,1.09 K,935.00 B
2019-07-16 16:11:04,23.89 G,325.53 G,1.16 K,1.56 K
2019-07-16 16:11:06,23.89 G,325.53 G,0.00 B,708.00 B
2019-07-16 16:11:08,23.89 G,325.53 G,0.00 B,816.00 B
2019-07-16 16:11:10,23.89 G,325.53 G,0.00 B,324.00 B
2019-07-16 16:11:12,23.89 G,325.53 G,0.00 B,768.00 B
2019-07-16 16:11:14,23.89 G,325.53 G,0.00 B,980.00 B
2019-07-16 16:11:16,23.89 G,325.53 G,0.00 B,984.00 B
2019-07-16 16:11:18,23.89 G,325.53 G,0.00 B,1.18 K
2019-07-16 16:11:20,23.89 G,325.53 G,0.00 B,648.00 B
2019-07-16 16:11:22,23.89 G,325.53 G,0.00 B,708.00 B
2019-07-16 16:11:24,23.89 G,325.53 G,0.00 B,864.00 B
2019-07-16 16:11:26,23.89 G,325.53 G,144.00 B,654.00 B
2019-07-16 16:11:28,23.89 G,325.53 G,0.00 B,384.00 B
2019-07-16 16:11:30,23.89 G,325.53 G,0.00 B,1.11 K
2019-07-16 16:11:32,23.89 G,325.53 G,0.00 B,540.00 B
2019-07-16 16:11:34,23.89 G,325.53 G,0.00 B,660.00 B
2019-07-16 16:11:36,23.89 G,325.53 G,42.00 B,720.00 B
2019-07-16 16:11:38,23.89 G,325.53 G,204.00 B,786.00 B
2019-07-16 16:11:40,23.89 G,325.53 G,0.00 B,540.00 B
2019-07-16 16:11:42,23.89 G,325.53 G,0.00 B,600.00 B
2019-07-16 16:11:44,23.89 G,325.53 G,0.00 B,432.00 B
2019-07-16 16:11:46,23.89 G,325.53 G,0.00 B,1.28 K
2019-07-16 16:11:48,23.89 G,325.53 G,0.00 B,1.32 K
2019-07-16 16:11:50,23.89 G,325.53 G,0.00 B,384.00 B
2019-07-16 16:11:52,23.89 G,325.53 G,0.00 B,120.00 B
2019-07-16 16:11:54,23.89 G,325.53 G,0.00 B,660.00 B
2019-07-16 16:11:56,23.89 G,325.53 G,144.00 B,990.00 B
2019-07-16 16:11:58,23.89 G,325.53 G,0.00 B,540.00 B
2019-07-16 16:12:00,23.89 G,325.53 G,0.00 B,756.00 B
2019-07-16 16:12:02,23.89 G,325.53 G,0.00 B,972.00 B
2019-07-16 16:12:04,23.89 G,325.53 G,14.54 K,549.28 K
2019-07-16 16:12:06,23.89 G,325.53 G,2.61 K,2.00 K
2019-07-16 16:12:08,23.89 G,325.53 G,252.00 B,506.00 B
2019-07-16 16:12:10,23.89 G,325.53 G,0.00 B,600.00 B
2019-07-16 16:12:12,23.89 G,325.53 G,0.00 B,708.00 B
2019-07-16 16:12:14,23.89 G,325.53 G,0.00 B,540.00 B
2019-07-16 16:12:16,23.89 G,325.53 G,0.00 B,1.01 K
2019-07-16 16:12:18,23.89 G,325.53 G,18.46 K,679.93 K
2019-07-16 16:12:20,23.89 G,325.53 G,0.00 B,768.00 B
2019-07-16 16:12:22,23.89 G,325.53 G,0.00 B,492.00 B
2019-07-16 16:12:24,23.89 G,325.53 G,0.00 B,924.00 B
2019-07-16 16:12:26,23.89 G,325.53 G,144.00 B,1.06 K
2019-07-16 16:12:28,23.89 G,325.53 G,0.00 B,936.00 B
2019-07-16 16:12:30,23.89 G,325.53 G,0.00 B,444.00 B
2019-07-16 16:12:32,23.89 G,325.53 G,0.00 B,1.07 K
2019-07-16 16:12:34,23.89 G,325.53 G,0.00 B,720.00 B
2019-07-16 16:12:36,23.89 G,325.53 G,0.00 B,1.11 K
2019-07-16 16:12:38,23.89 G,325.53 G,0.00 B,600.00 B
2019-07-16 16:12:40,23.89 G,325.53 G,0.00 B,168.00 B
2019-07-16 16:12:42,23.89 G,325.53 G,42.00 B,1.17 K
2019-07-16 16:12:44,23.89 G,325.53 G,84.00 B,780.00 B
2019-07-16 16:12:46,23.89 G,325.53 G,0.00 B,944.00 B
2019-07-16 16:12:48,23.89 G,325.53 G,0.00 B,384.00 B
2019-07-16 16:12:51,23.89 G,325.53 G,0.00 B,924.00 B
2019-07-16 16:12:53,23.89 G,325.53 G,17.13 K,636.58 K
2019-07-16 16:12:55,23.89 G,325.53 G,0.00 B,492.00 B
2019-07-16 16:12:57,23.89 G,325.53 G,144.00 B,1.24 K
2019-07-16 16:12:59,23.89 G,325.53 G,0.00 B,384.00 B
2019-07-16 16:13:01,23.89 G,325.53 G,18.14 K,683.76 K
2019-07-16 16:13:03,23.89 G,325.53 G,0.00 B,1.51 K
2019-07-16 16:13:05,23.89 G,325.53 G,504.00 B,928.00 B
2019-07-16 16:13:07,23.89 G,325.53 G,0.00 B,336.00 B
2019-07-16 16:13:09,23.89 G,325.53 G,252.00 B,998.00 B
2019-07-16 16:13:11,23.89 G,325.53 G,6.96 K,298.40 K
2019-07-16 16:13:13,23.89 G,325.53 G,0.00 B,816.00 B
2019-07-16 16:13:15,23.89 G,325.53 G,42.00 B,816.00 B
2019-07-16 16:13:17,23.89 G,325.53 G,50.00 B,720.00 B
2019-07-16 16:13:19,23.89 G,325.53 G,0.00 B,600.00 B
2019-07-16 16:13:21,23.89 G,325.53 G,0.00 B,492.00 B
2019-07-16 16:13:23,23.89 G,325.53 G,0.00 B,816.00 B
2019-07-16 16:13:25,23.89 G,325.53 G,2.93 K,548.00 B
2019-07-16 16:13:27,23.89 G,325.53 G,144.00 B,762.00 B
2019-07-16 16:13:29,23.89 G,325.53 G,0.00 B,876.00 B
2019-07-16 16:13:31,23.89 G,325.53 G,0.00 B,1.11 K
2019-07-16 16:13:33,23.89 G,325.53 G,18.55 K,676.74 K
2019-07-16 16:13:35,23.89 G,325.53 G,0.00 B,1.01 K
2019-07-16 16:13:37,23.89 G,325.53 G,0.00 B,648.00 B
2019-07-16 16:13:39,23.89 G,325.53 G,0.00 B,600.00 B
2019-07-16 16:13:41,23.89 G,325.53 G,204.00 B,522.00 B
2019-07-16 16:13:43,23.89 G,325.53 G,42.00 B,13.07 K
2019-07-16 16:13:45,23.89 G,325.54 G,0.00 B,1.05 K
2019-07-16 16:13:47,23.89 G,325.54 G,42.00 B,600.00 B
2019-07-16 16:13:49,23.89 G,325.54 G,0.00 B,864.00 B
2019-07-16 16:13:51,23.89 G,325.54 G,0.00 B,708.00 B
2019-07-16 16:13:53,23.89 G,325.54 G,0.00 B,600.00 B
2019-07-16 16:13:55,23.89 G,325.54 G,372.00 B,1.31 K
2019-07-16 16:13:57,23.89 G,325.54 G,144.00 B,762.00 B
2019-07-16 16:13:59,23.89 G,325.54 G,0.00 B,540.00 B
2019-07-16 16:14:01,23.89 G,325.54 G,0.00 B,1.24 K
2019-07-16 16:14:03,23.89 G,325.54 G,0.00 B,756.00 B
2019-07-16 16:14:05,23.89 G,325.54 G,756.00 B,822.00 B
2019-07-16 16:14:07,23.89 G,325.54 G,0.00 B,1.02 K
2019-07-16 16:14:09,23.89 G,325.54 G,252.00 B,1.22 K
2019-07-16 16:14:11,23.89 G,325.54 G,0.00 B,1.01 K
2019-07-16 16:14:13,23.89 G,325.54 G,0.00 B,924.00 B
2019-07-16 16:14:15,23.89 G,325.54 G,0.00 B,540.00 B
2019-07-16 16:14:17,23.89 G,325.54 G,0.00 B,576.00 B
2019-07-16 16:14:19,23.89 G,325.54 G,0.00 B,768.00 B
2019-07-16 16:14:21,23.89 G,325.54 G,0.00 B,756.00 B
2019-07-16 16:14:23,23.89 G,325.54 G,0.00 B,384.00 B
2019-07-16 16:14:25,23.89 G,325.54 G,0.00 B,1.01 K
2019-07-16 16:14:27,23.89 G,325.54 G,144.00 B,1.03 K
2019-07-16 16:14:29,23.89 G,325.54 G,8.31 K,246.77 K
2019-07-16 16:14:31,23.89 G,325.54 G,0.00 B,600.00 B
2019-07-16 16:14:33,23.89 G,325.54 G,0.00 B,816.00 B
2019-07-16 16:14:35,23.89 G,325.54 G,14.40 K,550.33 K
2019-07-16 16:14:37,23.89 G,325.54 G,0.00 B,708.00 B
2019-07-16 16:14:39,23.89 G,325.54 G,0.00 B,660.00 B
2019-07-16 16:14:41,23.89 G,325.54 G,0.00 B,924.00 B
2019-07-16 16:14:43,23.89 G,325.54 G,204.00 B,13.14 K
2019-07-16 16:14:45,23.89 G,325.54 G,0.00 B,816.00 B
2019-07-16 16:14:47,23.89 G,325.54 G,0.00 B,600.00 B
2019-07-16 16:14:49,23.89 G,325.54 G,0.00 B,396.00 B
2019-07-16 16:14:51,23.89 G,325.54 G,0.00 B,936.00 B
2019-07-16 16:14:53,23.89 G,325.54 G,0.00 B,1.32 K
2019-07-16 16:14:55,23.89 G,325.54 G,0.00 B,660.00 B
2019-07-16 16:14:57,23.89 G,325.54 G,144.00 B,774.00 B
2019-07-16 16:14:59,23.89 G,325.54 G,0.00 B,1.05 K
2019-07-16 16:15:01,23.89 G,325.54 G,1.07 K,1.72 K
2019-07-16 16:15:03,23.89 G,325.54 G,2.90 K,101.22 K
2019-07-16 16:15:05,23.89 G,325.54 G,756.00 B,1.22 K
2019-07-16 16:15:07,23.89 G,325.54 G,0.00 B,864.00 B
2019-07-16 16:15:09,23.89 G,325.54 G,0.00 B,540.00 B
2019-07-16 16:15:11,23.89 G,325.54 G,0.00 B,1.01 K
2019-07-16 16:15:13,23.89 G,325.54 G,0.00 B,936.00 B
2019-07-16 16:15:15,23.89 G,325.54 G,0.00 B,756.00 B
2019-07-16 16:15:17,23.89 G,325.54 G,0.00 B,840.00 B
2019-07-16 16:15:19,23.89 G,325.54 G,0.00 B,876.00 B
2019-07-16 16:15:21,23.89 G,325.54 G,0.00 B,720.00 B
2019-07-16 16:15:23,23.89 G,325.54 G,0.00 B,780.00 B
2019-07-16 16:15:25,23.89 G,325.54 G,0.00 B,552.00 B
2019-07-16 16:15:27,23.89 G,325.54 G,17.75 K,663.16 K
2019-07-16 16:15:29,23.89 G,325.54 G,0.00 B,540.00 B
2019-07-16 16:15:31,23.89 G,325.54 G,0.00 B,660.00 B
2019-07-16 16:15:33,23.89 G,325.54 G,0.00 B,648.00 B
2019-07-16 16:15:35,23.89 G,325.54 G,0.00 B,936.00 B
2019-07-16 16:15:37,23.89 G,325.54 G,0.00 B,168.00 B
2019-07-16 16:15:39,23.89 G,325.54 G,5.24 K,105.08 K
2019-07-16 16:15:41,23.89 G,325.54 G,0.00 B,864.00 B
2019-07-16 16:15:43,23.89 G,325.54 G,0.00 B,13.17 K
2019-07-16 16:15:45,23.89 G,325.54 G,96.00 B,1.12 K
2019-07-16 16:15:47,23.89 G,325.54 G,0.00 B,276.00 B
2019-07-16 16:15:49,23.89 G,325.54 G,84.00 B,1.03 K
2019-07-16 16:15:51,23.89 G,325.54 G,17.24 K,676.51 K
2019-07-16 16:15:53,23.89 G,325.54 G,0.00 B,888.00 B
2019-07-16 16:15:55,23.89 G,325.54 G,706.00 B,1.45 K
2019-07-16 16:15:57,23.89 G,325.54 G,54.00 B,228.00 B
2019-07-16 16:15:59,23.89 G,325.54 G,256.00 B,634.00 B
2019-07-16 16:16:01,23.89 G,325.54 G,0.00 B,108.00 B
2019-07-16 16:16:03,23.89 G,325.54 G,8.90 K,281.27 K
2019-07-16 16:16:05,23.89 G,325.54 G,0.00 B,1.70 K
2019-07-16 16:16:07,23.89 G,325.54 G,0.00 B,768.00 B
2019-07-16 16:16:09,23.89 G,325.54 G,0.00 B,756.00 B
2019-07-16 16:16:11,23.89 G,325.54 G,15.69 K,588.87 K
2019-07-16 16:16:13,23.89 G,325.54 G,0.00 B,600.00 B
2019-07-16 16:16:15,23.89 G,325.54 G,0.00 B,876.00 B
2019-07-16 16:16:17,23.89 G,325.54 G,0.00 B,984.00 B
2019-07-16 16:16:19,23.89 G,325.54 G,42.00 B,504.00 B
2019-07-16 16:16:21,23.89 G,325.55 G,19.11 K,689.48 K
2019-07-16 16:16:23,23.89 G,325.55 G,0.00 B,828.00 B
2019-07-16 16:16:25,23.89 G,325.55 G,0.00 B,1.01 K
2019-07-16 16:16:27,23.89 G,325.55 G,0.00 B,216.00 B
2019-07-16 16:16:29,23.89 G,325.55 G,0.00 B,924.00 B
2019-07-16 16:16:31,23.89 G,325.55 G,252.00 B,1.41 K
2019-07-16 16:16:33,23.89 G,325.55 G,8.70 K,273.30 K
2019-07-16 16:16:35,23.89 G,325.55 G,0.00 B,516.00 B
2019-07-16 16:16:37,23.89 G,325.55 G,0.00 B,1.44 K
2019-07-16 16:16:39,23.89 G,325.55 G,0.00 B,708.00 B
2019-07-16 16:16:41,23.89 G,325.55 G,656.00 B,1.31 K
2019-07-16 16:16:43,23.89 G,325.55 G,0.00 B,13.49 K
2019-07-16 16:16:45,23.89 G,325.55 G,15.15 K,591.33 K
2019-07-16 16:16:47,23.89 G,325.55 G,0.00 B,552.00 B
2019-07-16 16:16:49,23.89 G,325.55 G,0.00 B,984.00 B
2019-07-16 16:16:51,23.89 G,325.55 G,0.00 B,756.00 B
2019-07-16 16:16:53,23.89 G,325.55 G,0.00 B,540.00 B
2019-07-16 16:16:55,23.89 G,325.55 G,0.00 B,660.00 B
