2019-07-16 16:11:31,9.28 G,106.32 G,1.09 K,935.00 B
2019-07-16 16:11:33,9.28 G,106.32 G,0.00 B,540.00 B
2019-07-16 16:11:35,9.28 G,106.32 G,0.00 B,708.00 B
2019-07-16 16:11:37,9.28 G,106.32 G,0.00 B,816.00 B
2019-07-16 16:11:39,9.28 G,106.32 G,0.00 B,324.00 B
2019-07-16 16:11:41,9.28 G,106.32 G,0.00 B,768.00 B
2019-07-16 16:11:43,9.28 G,106.32 G,0.00 B,980.00 B
2019-07-16 16:11:45,9.28 G,106.32 G,0.00 B,984.00 B
2019-07-16 16:11:47,9.28 G,106.32 G,0.00 B,1.18 K
2019-07-16 16:11:49,9.28 G,106.32 G,0.00 B,648.00 B
2019-07-16 16:11:51,9.28 G,106.32 G,0.00 B,708.00 B
2019-07-16 16:11:53,9.28 G,106.32 G,0.00 B,864.00 B
2019-07-16 16:11:55,9.28 G,106.32 G,5.03 K,93.69 K
2019-07-16 16:11:57,9.28 G,106.32 G,0.00 B,384.00 B
2019-07-16 16:11:59,9.28 G,106.32 G,0.00 B,1.11 K
2019-07-16 16:12:02,9.28 G,106.32 G,0.00 B,540.00 B
2019-07-16 16:12:04,9.28 G,106.32 G,0.00 B,660.00 B
2019-07-16 16:12:06,9.28 G,106.32 G,0.00 B,660.00 B
2019-07-16 16:12:08,9.28 G,106.32 G,204.00 B,786.00 B
2019-07-16 16:12:10,9.28 G,106.32 G,0.00 B,540.00 B
2019-07-16 16:12:12,9.28 G,106.32 G,0.00 B,600.00 B
2019-07-16 16:12:14,9.28 G,106.32 G,0.00 B,432.00 B
2019-07-16 16:12:16,9.28 G,106.32 G,4.25 K,193.27 K
2019-07-16 16:12:18,9.28 G,106.32 G,0.00 B,876.00 B
2019-07-16 16:12:20,9.28 G,106.32 G,0.00 B,384.00 B
2019-07-16 16:12:22,9.28 G,106.32 G,0.00 B,120.00 B
2019-07-16 16:12:24,9.28 G,106.32 G,0.00 B,660.00 B
2019-07-16 16:12:26,9.28 G,106.32 G,0.00 B,768.00 B
2019-07-16 16:12:28,9.28 G,106.32 G,0.00 B,540.00 B
2019-07-16 16:12:30,9.28 G,106.32 G,624.00 B,1.33 K
2019-07-16 16:12:32,9.28 G,106.32 G,14.57 K,655.33 K
2019-07-16 16:12:34,9.28 G,106.32 G,1.46 K,1.94 K
2019-07-16 16:12:36,9.28 G,106.32 G,0.00 B,720.00 B
2019-07-16 16:12:38,9.28 G,106.32 G,0.00 B,324.00 B
2019-07-16 16:12:40,9.28 G,106.32 G,0.00 B,600.00 B
2019-07-16 16:12:42,9.28 G,106.32 G,42.00 B,768.00 B
2019-07-16 16:12:44,9.28 G,106.32 G,0.00 B,540.00 B
2019-07-16 16:12:46,9.28 G,106.32 G,0.00 B,1.01 K
2019-07-16 16:12:48,9.28 G,106.32 G,0.00 B,708.00 B
2019-07-16 16:12:50,9.28 G,106.32 G,0.00 B,768.00 B
2019-07-16 16:12:52,9.28 G,106.32 G,0.00 B,432.00 B
2019-07-16 16:12:54,9.28 G,106.32 G,0.00 B,924.00 B
2019-07-16 16:12:56,9.28 G,106.32 G,0.00 B,864.00 B
2019-07-16 16:12:58,9.28 G,106.32 G,1.87 K,49.24 K
2019-07-16 16:13:00,9.28 G,106.32 G,0.00 B,444.00 B
2019-07-16 16:13:02,9.28 G,106.32 G,0.00 B,1.01 K
2019-07-16 16:13:04,9.28 G,106.32 G,0.00 B,240.00 B
2019-07-16 16:13:06,9.28 G,106.32 G,0.00 B,1.11 K
2019-07-16 16:13:08,9.28 G,106.32 G,50.00 B,660.00 B
2019-07-16 16:13:10,9.28 G,106.33 G,18.53 K,701.94 K
2019-07-16 16:13:12,9.28 G,106.33 G,42.00 B,1.17 K
2019-07-16 16:13:14,9.28 G,106.33 G,84.00 B,720.00 B
2019-07-16 16:13:16,9.28 G,106.33 G,0.00 B,1004.00 B
2019-07-16 16:13:18,9.28 G,106.33 G,0.00 B,444.00 B
2019-07-16 16:13:20,9.28 G,106.33 G,0.00 B,924.00 B
2019-07-16 16:13:22,9.28 G,106.33 G,0.00 B,552.00 B
2019-07-16 16:13:24,9.28 G,106.33 G,0.00 B,492.00 B
2019-07-16 16:13:26,9.28 G,106.33 G,0.00 B,1.02 K
2019-07-16 16:13:28,9.28 G,106.33 G,19.12 K,665.21 K
2019-07-16 16:13:30,9.28 G,106.33 G,624.00 B,1.60 K
2019-07-16 16:13:32,9.28 G,106.33 G,0.00 B,1.51 K
2019-07-16 16:13:34,9.28 G,106.33 G,1.10 K,1.44 K
2019-07-16 16:13:36,9.28 G,106.33 G,0.00 B,336.00 B
2019-07-16 16:13:38,9.28 G,106.33 G,6.76 K,268.27 K
2019-07-16 16:13:40,9.28 G,106.33 G,0.00 B,540.00 B
2019-07-16 16:13:42,9.28 G,106.33 G,0.00 B,816.00 B
2019-07-16 16:13:44,9.28 G,106.33 G,0.00 B,756.00 B
2019-07-16 16:13:46,9.28 G,106.33 G,18.83 K,681.51 K
2019-07-16 16:13:48,9.28 G,106.33 G,9.14 K,20.36 K
2019-07-16 16:13:50,9.28 G,106.33 G,0.00 B,492.00 B
2019-07-16 16:13:52,9.28 G,106.33 G,17.60 K,686.26 K
2019-07-16 16:13:54,9.28 G,106.33 G,0.00 B,708.00 B
2019-07-16 16:13:56,9.28 G,106.33 G,0.00 B,540.00 B
