2019-06-05 22:59:20,324.50 M,5.79 G,1.03 K,17.69 K
2019-06-05 22:59:22,324.50 M,5.79 G,0.00 B,984.00 B
2019-06-05 22:59:24,324.50 M,5.79 G,528.00 B,4.92 K
2019-06-05 22:59:26,324.50 M,5.79 G,0.00 B,924.00 B
2019-06-05 22:59:28,324.50 M,5.79 G,0.00 B,1.05 K
2019-06-05 22:59:30,324.51 M,5.79 G,11.34 K,512.86 K
2019-06-05 22:59:32,324.51 M,5.79 G,0.00 B,1.37 K
2019-06-05 22:59:34,324.51 M,5.79 G,0.00 B,972.00 B
2019-06-05 22:59:36,324.51 M,5.79 G,0.00 B,1.11 K
2019-06-05 22:59:38,324.52 M,5.79 G,1.55 K,746.00 B
2019-06-05 22:59:40,324.52 M,5.79 G,0.00 B,756.00 B
2019-06-05 22:59:42,324.52 M,5.79 G,0.00 B,324.00 B
2019-06-05 22:59:44,324.52 M,5.79 G,0.00 B,936.00 B
2019-06-05 22:59:46,324.53 M,5.79 G,9.10 K,514.99 K
2019-06-05 22:59:48,324.53 M,5.79 G,0.00 B,672.00 B
2019-06-05 22:59:50,324.53 M,5.79 G,0.00 B,1.12 K
2019-06-05 22:59:52,324.53 M,5.79 G,0.00 B,108.00 B
2019-06-05 22:59:54,324.54 M,5.79 G,8.87 K,532.35 K
2019-06-05 22:59:56,324.54 M,5.79 G,0.00 B,768.00 B
2019-06-05 22:59:58,324.54 M,5.79 G,0.00 B,756.00 B
2019-06-05 23:00:00,324.54 M,5.79 G,0.00 B,1.27 K
2019-06-05 23:00:03,324.54 M,5.79 G,0.00 B,768.00 B
2019-06-05 23:00:05,324.55 M,5.79 G,0.00 B,756.00 B
2019-06-05 23:00:07,324.55 M,5.79 G,0.00 B,936.00 B
2019-06-05 23:00:09,324.55 M,5.79 G,42.00 B,396.00 B
2019-06-05 23:00:11,324.55 M,5.79 G,84.00 B,720.00 B
2019-06-05 23:00:13,324.56 M,5.79 G,0.00 B,648.00 B
2019-06-05 23:00:15,324.56 M,5.79 G,0.00 B,324.00 B
2019-06-05 23:00:17,324.56 M,5.79 G,0.00 B,888.00 B
2019-06-05 23:00:19,324.56 M,5.79 G,0.00 B,108.00 B
2019-06-05 23:00:21,324.56 M,5.79 G,8.91 K,501.05 K
2019-06-05 23:00:23,324.56 M,5.79 G,0.00 B,600.00 B
2019-06-05 23:00:25,324.56 M,5.79 G,0.00 B,552.00 B
2019-06-05 23:00:27,324.56 M,5.79 G,0.00 B,1.48 K
2019-06-05 23:00:29,324.57 M,5.79 G,8.68 K,513.20 K
2019-06-05 23:00:31,324.57 M,5.79 G,0.00 B,1.06 K
2019-06-05 23:00:33,324.57 M,5.79 G,0.00 B,1.01 K
2019-06-05 23:00:35,324.57 M,5.79 G,0.00 B,816.00 B
2019-06-05 23:00:37,324.58 M,5.79 G,8.87 K,523.38 K
2019-06-05 23:00:39,324.58 M,5.79 G,0.00 B,540.00 B
2019-06-05 23:00:41,324.58 M,5.79 G,42.00 B,708.00 B
2019-06-05 23:00:43,324.58 M,5.79 G,0.00 B,708.00 B
2019-06-05 23:00:45,324.59 M,5.79 G,8.62 K,522.72 K
2019-06-05 23:00:47,324.59 M,5.79 G,0.00 B,432.00 B
2019-06-05 23:00:49,324.59 M,5.79 G,0.00 B,756.00 B
2019-06-05 23:00:51,324.59 M,5.79 G,0.00 B,216.00 B
2019-06-05 23:00:53,324.60 M,5.79 G,3.91 K,182.79 K
2019-06-05 23:00:55,324.60 M,5.79 G,0.00 B,708.00 B
