queryID,queryName
12,query_10750.rq
24,query_3380.rq
33,query_8156.rq
36,query_7282.rq
45,query_3055.rq
46,query_3977.rq
59,query_1235.rq
71,query_5766.rq
84,query_55.rq
86,query_9580.rq
92,query_8983.rq
94,query_6325.rq
137,query_6684.rq
142,query_7465.rq
