2019-06-23 16:01:02,2.79 G,25.89 G,1.08 K,1.99 K
2019-06-23 16:01:04,2.79 G,25.89 G,0.00 B,600.00 B
2019-06-23 16:01:06,2.79 G,25.89 G,0.00 B,540.00 B
2019-06-23 16:01:08,2.79 G,25.89 G,0.00 B,756.00 B
2019-06-23 16:01:10,2.79 G,25.89 G,0.00 B,876.00 B
2019-06-23 16:01:12,2.79 G,25.89 G,0.00 B,108.00 B
2019-06-23 16:01:14,2.79 G,25.89 G,0.00 B,336.00 B
2019-06-23 16:01:16,2.79 G,25.89 G,0.00 B,336.00 B
2019-06-23 16:01:18,2.79 G,25.89 G,0.00 B,924.00 B
2019-06-23 16:01:20,2.79 G,25.89 G,0.00 B,336.00 B
2019-06-23 16:01:22,2.79 G,25.89 G,0.00 B,924.00 B
2019-06-23 16:01:24,2.79 G,25.89 G,2.23 K,2.69 K
2019-06-23 16:01:26,2.79 G,25.89 G,0.00 B,816.00 B
2019-06-23 16:01:28,2.79 G,25.89 G,0.00 B,1.49 K
2019-06-23 16:01:30,2.79 G,25.89 G,0.00 B,432.00 B
2019-06-23 16:01:32,2.79 G,25.89 G,0.00 B,1.44 K
2019-06-23 16:01:34,2.79 G,25.89 G,0.00 B,1.16 K
2019-06-23 16:01:36,2.79 G,25.89 G,42.00 B,768.00 B
2019-06-23 16:01:38,2.79 G,25.89 G,0.00 B,648.00 B
2019-06-23 16:01:40,2.79 G,25.89 G,2.24 K,2.67 K
2019-06-23 16:01:42,2.79 G,25.89 G,0.00 B,216.00 B
2019-06-23 16:01:44,2.79 G,25.89 G,0.00 B,768.00 B
2019-06-23 16:01:46,2.79 G,25.89 G,0.00 B,1011.00 B
2019-06-23 16:01:48,2.79 G,25.89 G,0.00 B,324.00 B
2019-06-23 16:01:50,2.79 G,25.89 G,0.00 B,972.00 B
2019-06-23 16:01:52,2.79 G,25.89 G,0.00 B,876.00 B
2019-06-23 16:01:54,2.79 G,25.89 G,0.00 B,408.00 B
2019-06-23 16:01:56,2.79 G,25.89 G,2.16 K,3.35 K
2019-06-23 16:01:58,2.79 G,25.89 G,42.00 B,552.00 B
2019-06-23 16:02:00,2.79 G,25.89 G,0.00 B,1.43 K
2019-06-23 16:02:02,2.79 G,25.89 G,702.00 B,1.29 K
2019-06-23 16:02:04,2.79 G,25.89 G,0.00 B,768.00 B
