query,time,httpCalls,serverTime,importTime,exportTime,errors
query_12086,0.344117755,1,0.148294544,3.1321048736572266,4.76837158203125E-4,0
query_12087,0.738222995,1,0.427697459,3.891468048095703,2.384185791015625E-4,0
query_12088,0.435098346,1,0.259276436,3.903627395629883,4.76837158203125E-4,0
query_12089,0.312890949,1,0.099373676,3.4918785095214844,2.384185791015625E-4,0
query_1208,0.418337354,1,0.267035115,4.005670547485352,2.384185791015625E-4,0
query_12090,0.742629019,1,0.580718271,2.6922225952148438,2.384185791015625E-4,0
query_12091,16.52141294,5,3.1477109014000004,0.7076263427734375,0.024366378784179688,0
query_12092,4.981962399,1,4.722338818,4.0912628173828125,4.76837158203125E-4,0
query_12093,4.48975502,1,4.310996896,3.4856796264648438,4.76837158203125E-4,0
query_12094,3.901118167,1,3.745581326,3.2622814178466797,2.384185791015625E-4,0
query_12095,4.076239118,1,3.923391612,5.4378509521484375,2.384185791015625E-4,0
query_12096,3.618451131,1,3.455054936,7.353067398071289,4.76837158203125E-4,0
query_12097,13.346356702,4,3.19499988725,3.5393238067626953,0.029146671295166016,0
query_12098,50.550285099,12,4.0352784775,0.5349914232889812,0.028828779856363933,0
query_12099,4.419007678,1,4.253841461,8.565425872802734,4.76837158203125E-4,0
query_1209,4.427977313,1,4.228945403,4.019498825073242,4.76837158203125E-4,0
query_120,3.913330097,1,3.634703924,7.940530776977539,2.384185791015625E-4,0
query_12100,4.225254173,1,4.059946671,5.362033843994141,4.76837158203125E-4,0
query_12102,4.375948328,1,4.212555183,5.263328552246094,4.76837158203125E-4,0
query_12103,4.291058465,1,4.130444777,6.997108459472656,4.76837158203125E-4,0
query_12104,4.467659294,1,4.274806042,7.59434700012207,2.384185791015625E-4,0
query_12105,4.506008945,1,4.339138676,3.7107467651367188,4.76837158203125E-4,0
query_12106,3.654158602,1,3.491716781,4.034757614135742,2.384185791015625E-4,0
query_12107,3.543915141,1,3.326219776,8.581876754760742,4.76837158203125E-4,0
query_12108,3.406899365,1,3.242024914,4.51207160949707,4.76837158203125E-4,0
query_1210,4.466609658,1,4.133277528,6.20722770690918,4.76837158203125E-4,0
query_12112,4.400049112,1,4.237343226,2.6764869689941406,2.384185791015625E-4,0
query_12113,4.42544325,1,4.252041336,5.602121353149414,2.384185791015625E-4,0
query_12114,4.464500143,1,4.305960858,4.744052886962891,4.76837158203125E-4,0
query_12115,5.074233893,1,4.898517077,7.306098937988281,2.384185791015625E-4,0
query_12116,5.11519826,1,4.940625118,7.319211959838867,7.152557373046875E-4,0
query_12117,5.246129288,1,5.082162243,4.974842071533203,4.76837158203125E-4,0
query_12118,5.84459498,1,5.677399163,5.068063735961914,2.384185791015625E-4,0
query_12119,43.74109974,8,5.303701145000001,0.6946325302124023,0.0286400318145752,0
query_1211,5.089258192,1,4.900077297,7.786035537719727,2.384185791015625E-4,0
query_12121,4.73503811,1,4.573795901,3.831148147583008,2.384185791015625E-4,0
query_12122,4.993862221,1,4.832368664,4.874944686889648,2.384185791015625E-4,0
query_12123,4.173928086,1,3.988576645,2.4766921997070312,4.76837158203125E-4,0
query_12124,35.66909111,8,4.432145042125,0.9071230888366699,0.05042552947998047,0
query_12126,4.283760223,1,4.016688466,5.486726760864258,7.152557373046875E-4,0
query_12127,4.063803331,1,3.894578879,9.703636169433594,7.152557373046875E-4,0
query_12129,4.987677673,1,4.815067147,5.040645599365234,4.76837158203125E-4,0
query_1212,9.503540813,2,4.5179426639999996,2.050042152404785,0.041604042053222656,0
query_12130,5.276917407,1,4.973906006,7.698535919189453,4.76837158203125E-4,0
query_12131,4.862198308,1,4.695831902,4.922628402709961,9.5367431640625E-4,0
query_12132,4.382207294,1,4.215362132,6.514549255371094,4.76837158203125E-4,0
query_12135,9.188643059,2,4.375133201000001,2.247452735900879,0.02562999725341797,0
query_12137,4.481036197,1,4.278741922,4.866838455200195,7.152557373046875E-4,0
query_12138,3.55147528,1,3.393718777,3.2265186309814453,4.76837158203125E-4,0
query_12139,3.930553294,1,3.745282865,1.9462108612060547,2.384185791015625E-4,0
query_1213,3.413661381,1,3.237043417,6.803989410400391,7.152557373046875E-4,0
query_12140,4.166837169,1,3.969659784,4.006385803222656,2.384185791015625E-4,0
query_12141,4.489120201,1,4.09748894,6.32929801940918,4.76837158203125E-4,0
query_12142,4.0455333,1,3.889019827,2.524852752685547,7.152557373046875E-4,0
query_12143,4.521970146,1,4.359517859,4.099369049072266,2.384185791015625E-4,0
query_12144,9.365409109,2,4.604575378,3.2788515090942383,0.02396106719970703,0
query_12145,4.746287307,1,4.594921718,2.4614334106445312,2.384185791015625E-4,0
query_12146,4.497478946,1,4.326954987,8.858919143676758,4.76837158203125E-4,0
query_12147,4.341588602,1,4.072388285,4.376888275146484,2.384185791015625E-4,0
query_12149,4.221641636,1,4.04489921,7.291078567504883,4.76837158203125E-4,0
query_1214,4.220180585,1,4.067287834,4.486799240112305,2.384185791015625E-4,0
query_12150,4.215018037,1,4.054244842,2.4950504302978516,2.384185791015625E-4,0
query_12151,3.858003568,1,3.683590984,3.056049346923828,4.76837158203125E-4,0
query_12152,22.332508262,5,4.295196627,0.8909702301025391,0.027894973754882812,0
query_12153,3.406350668,1,3.22698733,7.934093475341797,7.152557373046875E-4,0
query_12155,29.406384646,7,4.0283832941428575,5.8755534035818915,0.0404289790562221,0
query_12158,3.700191844,1,3.540063752,10.211467742919922,2.384185791015625E-4,0
query_12159,7.119511369,2,3.3964876630000003,1.5294551849365234,0.014066696166992188,0
query_1215,11.788090773,3,3.766653005,1.2688636779785156,0.01811981201171875,0
query_12160,4.026633153,1,3.778275978,5.0258636474609375,2.384185791015625E-4,0
query_12161,4.146521771,1,3.980000463,8.563518524169922,4.76837158203125E-4,0
query_12162,4.971075483,1,4.785697048,2.6137828826904297,2.384185791015625E-4,0
query_12164,4.814594535,1,4.643508284,5.743265151977539,4.76837158203125E-4,0
query_12165,4.266728663,1,4.115648356,6.860256195068359,4.76837158203125E-4,0
query_12166,4.802648184,1,4.635166025,5.634069442749023,0.0011920928955078125,0
query_1216,3.738923763,1,3.588696965,7.343530654907227,4.76837158203125E-4,0
query_12173,3.091800376,1,2.927573031,6.187677383422852,2.384185791015625E-4,0
query_12174,3.883302369,1,3.731201521,3.908872604370117,4.76837158203125E-4,0
