query,time,httpCalls,nbResults,errors
query_10015,15.902,1,0
query_10051,8.963,1,0
query_10107,0.109,1,0
query_10180,22.519,1,0
query_10193,37.065,1,0
query_10218,18.706,1,0
query_10239,7.957,1,0
query_10312,131.214,1,0
query_10447,1.122,1,0
query_10567,0.054,1,0
query_1058,19.955,1,0
query_10598,3.096,1,0
query_10657,36.196,1,0
query_10776,39.287,1,0
query_11016,40.686,1,0
query_11050,39.298,1,0
query_11103,39.326,1,0
query_11159,11.221,1,0
query_11196,1.374,1,0
query_11229,0.056,1,0
query_11322,0.093,1,0
query_11349,35.117,1,0
query_11645,1.081,1,0
query_1165,2.743,1,0
query_11713,2.42,1,0
query_11912,5.115,1,0
query_11961,1.997,1,0
query_11989,0.148,1,0
query_12000,26.291,1,0
query_12104,14.959,1,0
query_12105,2.367,1,0
query_12141,68.998,1,0
query_12151,1.154,1,0
query_12198,12.799,1,0
query_12333,10.687,1,0
query_1376,1.044,1,0
query_1444,15.305,1,0
query_147,1.424,1,0
query_1688,39.661,1,0
query_1753,0.529,1,0
query_1761,0.202,1,0
query_1814,0.266,1,0
query_182,20.962,1,0
query_1887,0.026,1,0
query_1932,0.121,1,0
query_2004,1.587,1,0
query_2048,0.075,1,0
query_2053,12.982,1,0
query_2068,1.161,1,0
query_2106,1.663,1,0
query_2188,0.982,1,0
query_2241,9.533,1,0
query_2265,41.97,1,0
query_2312,17.797,1,0
query_2350,15.555,1,0
query_2650,0.538,1,0
query_2762,0.971,1,0
query_279,2.653,1,0
query_2862,40.891,1,0
query_2945,1.47,1,0
query_2971,46.183,1,0
query_3079,0.13,1,0
query_3147,12.771,1,0
query_3152,1.962,1,0
query_323,1.254,1,0
query_3287,4.415,1,0
query_3482,0.092,1,0
query_3555,0.847,1,0
query_3694,2.828,1,0
query_3726,5.273,1,0
query_3770,76.781,1,0
query_3786,0.04,1,0
query_3871,1.026,1,0
query_390,1.483,1,0
query_4080,5.29,1,0
query_4119,1.452,1,0
query_4357,6.446,1,0
query_4374,175.792,1,0
query_4385,6.663,1,0
query_4396,5.578,1,0
query_4404,0.056,1,0
query_4412,3.449,1,0
query_4814,1.23,1,0
query_4866,0.033,1,0
query_4888,7.236,1,0
query_5048,110.488,1,0
query_5097,23.181,1,0
query_5176,36.386,1,0
query_5179,3.829,1,0
query_5190,0.441,1,0
query_5220,175.16,1,0
query_5310,1.732,1,0
query_5384,0.166,1,0
query_5441,0.154,1,0
query_5498,17.107,1,0
query_5548,0.272,1,0
query_5559,4.86,1,0
query_5567,62.56,1,0
query_5727,1.247,1,0
query_5812,0.366,1,0
query_5904,13.228,1,0
query_6138,0.045,1,0
query_6261,0.914,1,0
query_6397,0.047,1,0
query_6442,24.573,1,0
query_6518,17.301,1,0
query_6568,0.913,1,0
query_6578,40.262,1,0
query_6704,1.514,1,0
query_6847,18.666,1,0
query_6867,1.052,1,0
query_6964,0.026,1,0
query_7037,2.438,1,0
query_7164,45.869,1,0
query_7297,42.024,1,0
query_7306,0.366,1,0
query_7370,33.234,1,0
query_73,0.427,1,0
query_7406,2.624,1,0
query_7434,1.028,1,0
query_7459,1.929,1,0
query_7510,0.469,1,0
query_7562,54.698,1,0
query_7725,11.411,1,0
query_7810,2.055,1,0
query_7850,1.09,1,0
query_7908,18.324,1,0
query_8040,1.165,1,0
query_8042,1.767,1,0
query_8077,,0
query_8098,12.427,1,0
query_8168,0.04,1,0
query_8189,2.837,1,0
query_8251,0.044,1,0
query_8307,0.136,1,0
query_8317,64.846,1,0
query_8525,203.808,1,0
query_8583,10.47,1,0
query_8698,1.161,1,0
query_8827,3.351,1,0
query_8891,0.369,1,0
query_8920,2.016,1,0
query_896,0.732,1,0
query_8971,0.104,1,0
query_8972,3.005,1,0
query_9033,19.507,1,0
query_909,4.143,1,0
query_9120,3.101,1,0
query_912,0.074,1,0
query_9515,0.04,1,0
query_9593,0.058,1,0
query_9660,0.169,1,0
query_9674,0.406,1,0
query_9688,0.098,1,0
query_96,1.625,1,0
query_9741,0.712,1,0
